    LRGN[body]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -3,            3,      18.7787,  1.67384e+007,  3.27576e+007,            302441,          -55322.9, 1.70409e+007, 3.27023e+007,       189249,       363179
                3,            3,            0,             0,             0,                 0,                 0,            0,            0,            0,            0

    LRGN[fwing]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -3,            3,      1.54073,        370296,  2.28719e+006,           12885.3,          -677.252,       383181, 2.28652e+006,      4255.46,      25393.2
                3,            3,            0,             0,             0,                 0,                 0,            0,            0,            0,            0

    LRGN[rwing]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -3,            3,      2.50126,       -595903,  -1.1782e+006,           -821.44,          -484.027,      -596724,-1.17868e+006,        -6627,       -13090
                3,            3,            0,             0,             0,                 0,                 0,            0,            0,            0,            0

