    LRGN[body]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -3,            3,      16.2441,       70.5798,       34.3526,           2.37539,         -0.161423,      72.9552,      34.1912,     0.818004,     0.383366
                3,            3,            0,             0,             0,                 0,                 0,            0,            0,            0,            0

    LRGN[rwing]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -3,            3,      2.51211,       37.8278,       105.562,          0.721387,          -0.16776,      38.5492,      105.395,      0.43223,      1.18173
                3,            3,            0,             0,             0,                 0,                 0,            0,            0,            0,            0

    LRGN[fwing]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -3,            3,      1.58709,       7.76413,       57.0967,          0.436299,        -0.0513484,      8.20043,      57.0453,    0.0919466,     0.639616
                3,            3,            0,             0,             0,                 0,                 0,            0,            0,            0,            0

