    LRGN[body]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -3,            3,      16.4412,        73.955,       82.9874,           2.60736,        -0.0394846,      76.5624,      82.9479,      0.86092,     0.932724
                3,            3,            0,             0,             0,                 0,                 0,            0,            0,            0,            0

    LRGN[fwing]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -3,            3,      1.68943,       8.68411,       58.0333,          0.518334,        -0.0484803,      9.20244,      57.9848,     0.103479,     0.652022
                3,            3,            0,             0,             0,                 0,                 0,            0,            0,            0,            0

    LRGN[rwing]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -3,            3,      2.51087,       37.8636,         121.7,          0.740011,         -0.127463,      38.6036,      121.572,     0.434085,      1.36704
                3,            3,            0,             0,             0,                 0,                 0,            0,            0,            0,            0

