    LRGN[ALL]
            START,          END,         AREA,DRAG(PRESSURE),LIFT(PRESSURE),DRAG(SURF-STRESS),LIFT(SURF-STRESS),         DRAG,         LIFT,           CD,           CL
               -2,            2,      21.3408,        115.48,       200.416,           3.22426,         -0.288156,      118.704,      200.128,      1.42281,      2.39878
                2,            2,    0.0485241,      0.399717,      0.718175,        0.00935508,        0.00227108,     0.409072,     0.720446,   0.00490323,   0.00863544

